Energy(ev) rate coefficient (1/(m3 s)) energy loss (eV/(m3 s))
1	1.412E-22	3.45159E-19
2	3.94E-18	4.5232E-16
3	1.08E-16	6.231E-15
4	5.982E-16	2.51672E-14
5	1.721E-15	6.0595E-14
6	3.575E-15	1.1169E-13
7	6.102E-15	1.75406E-13
8	9.187E-15	2.48344E-13
9	1.274E-14	3.2814E-13
10	1.655E-14	4.103E-13
11	2.079E-14	4.9907E-13
12	2.509E-14	5.8608E-13
13	2.961E-14	6.7548E-13
14	3.409E-14	7.6258E-13
15	3.856E-14	8.481E-13
16	4.319E-14	9.3456E-13
17	4.785E-14	1.01915E-12
18	5.225E-14	1.0989E-12
19	5.688E-14	1.18218E-12
20	6.076E-14	1.2528E-12
21	6.565E-14	1.33665E-12
22	6.999E-14	1.41262E-12
23	7.429E-14	1.48603E-12
24	7.828E-14	1.55328E-12
25	8.248E-14	1.623E-12
26	8.66E-14	1.6926E-12
27	9.063E-14	1.75959E-12
28	9.449E-14	1.82028E-12
29	9.835E-14	1.88355E-12
30	1.014E-13	1.932E-12
31	1.058E-13	2.0057E-12
32	1.094E-13	2.0608E-12
33	1.13E-13	2.1186E-12
34	1.165E-13	2.1726E-12
35	1.2E-13		2.2225E-12
36	1.231E-13	2.2752E-12
37	1.267E-13	2.331E-12
38	1.299E-13	2.3788E-12
39	1.332E-13	2.4297E-12
40	1.356E-13	2.464E-12
41	1.394E-13	2.5256E-12
42	1.424E-13	2.5662E-12
43	1.455E-13	2.6144E-12
44	1.482E-13	2.6532E-12
45	1.512E-13	2.7E-12
46	1.54E-13	2.737E-12
47	1.569E-13	2.7824E-12
48	1.594E-13	2.8176E-12
49	1.623E-13	2.8616E-12
50	1.647E-13	2.895E-12
51	1.675E-13	2.9427E-12
52	1.7E-13		2.9744E-12
53	1.726E-13	3.0104E-12
54	1.751E-13	3.0456E-12
55	1.774E-13	3.0855E-12
56	1.798E-13	3.1136E-12
57	1.822E-13	3.1521E-12
58	1.845E-13	3.1842E-12
59	1.868E-13	3.2155E-12
60	1.867E-13	3.21E-12
61	1.912E-13	3.2757E-12
62	1.934E-13	3.3046E-12
63	1.955E-13	3.339E-12
64	1.973E-13	3.36E-12
65	1.996E-13	3.3995E-12
66	2.014E-13	3.4122E-12
67	2.037E-13	3.4438E-12
68	2.054E-13	3.468E-12
69	2.076E-13	3.4983E-12
70	2.093E-13	3.528E-12
71	2.113E-13	3.5571E-12
72	2.125E-13	3.564E-12
73	2.15E-13	3.5989E-12
74	2.168E-13	3.626E-12
75	2.183E-13	3.645E-12
76	2.2E-13		3.6708E-12
77	2.22E-13	3.696E-12
78	2.233E-13	3.7128E-12
79	2.253E-13	3.7446E-12
80	2.261E-13	3.752E-12
81	2.285E-13	3.7908E-12
82	2.301E-13	3.8048E-12
83	2.317E-13	3.8263E-12
84	2.328E-13	3.8472E-12
85	2.347E-13	3.8675E-12
86	2.362E-13	3.8872E-12
87	2.377E-13	3.9063E-12
88	2.391E-13	3.9336E-12
89	2.405E-13	3.9516E-12
90	2.414E-13	3.96E-12
91	2.433E-13	3.9858E-12
92	2.447E-13	4.002E-12
93	2.46E-13	4.0176E-12
94	2.474E-13	4.0326E-12
95	2.487E-13	4.0565E-12
96	2.495E-13	4.0704E-12
97	2.513E-13	4.0837E-12
98	2.525E-13	4.1062E-12
99	2.537E-13	4.1184E-12
100	2.539E-13	4.12E-12
101	2.562E-13	4.1511E-12
102	2.573E-13	4.1718E-12
103	2.586E-13	4.1818E-12
104	2.597E-13	4.2016E-12
105	2.608E-13	4.2105E-12
106	2.62E-13	4.2294E-12
107	2.631E-13	4.2372E-12
108	2.642E-13	4.2444E-12
109	2.653E-13	4.2728E-12
110	2.664E-13	4.279E-12
111	2.674E-13	4.2957E-12
112	2.685E-13	4.3008E-12
113	2.695E-13	4.3166E-12
114	2.704E-13	4.332E-12
115	2.715E-13	4.347E-12
116	2.725E-13	4.3616E-12
117	2.735E-13	4.3758E-12
118	2.745E-13	4.3778E-12
119	2.754E-13	4.403E-12
120	2.741E-13	4.38E-12
121	2.773E-13	4.4165E-12
122	2.782E-13	4.4286E-12
123	2.791E-13	4.4403E-12
124	2.8E-13		4.4516E-12
125	2.807E-13	4.4625E-12
126	2.817E-13	4.473E-12
127	2.827E-13	4.4831E-12
128	2.835E-13	4.4928E-12
129	2.844E-13	4.5021E-12
130	2.847E-13	4.511E-12
131	2.86E-13	4.5326E-12
132	2.862E-13	4.5276E-12
133	2.876E-13	4.5486E-12
134	2.884E-13	4.556E-12
135	2.892E-13	4.563E-12
136	2.9E-13		4.5696E-12
137	2.908E-13	4.5758E-12
138	2.914E-13	4.5816E-12
139	2.923E-13	4.6009E-12
140	2.925E-13	4.606E-12
141	2.938E-13	4.6107E-12
142	2.945E-13	4.615E-12
143	2.952E-13	4.6332E-12
144	2.952E-13	4.6368E-12
145	2.966E-13	4.64E-12
146	2.973E-13	4.6574E-12
147	2.98E-13	4.6599E-12
148	2.986E-13	4.6768E-12
149	2.993E-13	4.6786E-12
150	2.983E-13	4.665E-12
